UniqueMeasurementID,SampleUniqueID,Date,"DataCollectorName
",Country,StudySiteName,MeanAmbientTemperatureDuringIncubation (°C),MeanAmbientHumidityDuringIncubation (%),ZiplocBagSize,ScaleModel,SampleType,FruitSpeciesName,CommonName,RipenessStage,FruitExteriorCondition,LocationDescription,Handling Classification,NumberFruitsinBag,MeasuredFruitWeight (g for fruit; mL for standards),TotalFruitWeight (g for fruit; mL for standards),HeadspaceInjected (mL),WaterDilutionAmount (mL),IncubationStart,IncubationEnd,IncubationTime (h),BreathalyzerMeasurement,MeasurementRepetition,AmountWholeFruitsFallenOnGround,Comments,PercentEtOHCalculatedfromBreathalyzer
1731,1031,April 25 2022,Julia Casorso,Costa Rica,Santa Rosa,30.4,75.6,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",2,standard,,,,,,,5,5,60,,12:13,13:39,1:26,0.775,first,,,2.0082%
1732,1032,April 25 2022,Julia Casorso,Costa Rica,Santa Rosa,30.4,75.6,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Aralia excelsa,Jobo lagarto,unripe,intact,ground,other,15,2.23,2.23,60,na,12:14,13:41,1:27,0,first,many,capuchins were eating ripe fruits in this tree,0.0000%
1733,1033,April 25 2022,Julia Casorso,Costa Rica,Santa Rosa,30.4,75.6,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Aralia excelsa,Jobo lagarto,midripe,intact,ground,other,7,1.29,1.29,60,na,12:14,13:41,1:27,0,first,many,capuchins were eating ripe fruits in this tree,0.0000%
1734,1034,April 25 2022,Julia Casorso,Costa Rica,Santa Rosa,30.4,75.6,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Aralia excelsa,Jobo lagarto,ripe,intact,ground,other,5,1.84,1.84,60,na,12:15,13:42,1:27,0,first,many,capuchins were eating ripe fruits in this tree,0.0000%
1735,1034,April 25 2022,Julia Casorso,Costa Rica,Santa Rosa,30.4,75.6,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Aralia excelsa,Jobo lagarto,ripe,intact,ground,other,5,1.84,1.84,60,na,12:15,13:43,1:28,0,repeat1,many,capuchins were eating ripe fruits in this tree,0.0000%
1736,1035,April 26 2022,Julia Casorso,Costa Rica,Santa Rosa,33.6,66.6,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.1,standard,,,,,,,5,5,60,,14:24,17:39,3:15,0.036,first,,,0.0955%
1737,1036,April 26 2022,Julia Casorso,Costa Rica,Santa Rosa,33.6,66.6,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.5,standard,,,,,,,5,5,60,,14:25,17:41,3:16,0.19,first,,,0.4991%
1738,1037,April 26 2022,Julia Casorso,Costa Rica,Santa Rosa,33.6,66.6,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",1,standard,,,,,,,5,5,60,,14:26,17:42,3:16,0.385,first,,,1.0101%
1739,1038,April 26 2022,Julia Casorso,Costa Rica,Santa Rosa,33.6,66.6,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",2,standard,,,,,,,5,5,60,,14:27,17:43,3:16,0.761,first,,,1.9954%
1740,1039,April 26 2022,Julia Casorso,Costa Rica,Santa Rosa,33.6,66.6,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Genipa americana,Guaitil,midripe,intact,ground,other,1,26.85,26.85,60,na,14:28,17:45,3:17,0.034,first,many,capuchins were eating fruits in this tree,0.0903%
1741,1039,April 26 2022,Julia Casorso,Costa Rica,Santa Rosa,33.6,66.6,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Genipa americana,Guaitil,midripe,intact,ground,other,1,26.85,26.85,60,na,14:28,17:46,3:18,0.027,repeat1,many,capuchins were eating fruits in this tree,0.0720%
1742,1039,April 26 2022,Julia Casorso,Costa Rica,Santa Rosa,33.6,66.6,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Genipa americana,Guaitil,midripe,intact,ground,other,1,26.85,26.85,60,na,14:28,17:47,3:19,0.042,repeat2,many,capuchins were eating fruits in this tree,0.1113%
1743,1040,April 26 2022,Julia Casorso,Costa Rica,Santa Rosa,33.6,66.6,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Genipa americana,Guaitil,ripe,one large puncture,ground,rejected,1,47.08,47.08,60,na,14:28,17:48,3:20,0.191,first,many,capuchins were eating fruits in this tree,0.5017%
1744,1040,April 26 2022,Julia Casorso,Costa Rica,Santa Rosa,33.6,66.6,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Genipa americana,Guaitil,ripe,one large puncture,ground,rejected,1,47.08,47.08,60,na,14:28,17:49,3:21,0.213,repeat1,many,capuchins were eating fruits in this tree,0.5594%
1745,1041,April 26 2022,Julia Casorso,Costa Rica,Santa Rosa,33.6,66.6,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Genipa americana,Guaitil,ripe,only fragments,ground,eaten,3,33.04,33.04,60,na,14:29,17:51,3:22,0.187,first,many,capuchins were eating fruits in this tree,0.4912%
1746,1041,April 26 2022,Julia Casorso,Costa Rica,Santa Rosa,33.6,66.6,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Genipa americana,Guaitil,ripe,only fragments,ground,eaten,3,33.04,33.04,60,na,14:29,17:51,3:22,0.181,repeat1,many,capuchins were eating fruits in this tree,0.4755%
1747,1042,April 26 2022,Julia Casorso,Costa Rica,Santa Rosa,33.6,66.6,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Ficus cotinifolia,"Higuerón, fig",unripe,intact,ground,other,10,1.75,1.75,60,na,14:29,17:53,3:24,0,first,many,capuchins were eating fruits in this tree,0.0000%
1748,1043,April 26 2022,Julia Casorso,Costa Rica,Santa Rosa,33.6,66.6,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Ficus cotinifolia,"Higuerón, fig",overripe,one large puncture,ground,rejected,3,1.36,1.36,60,na,14:30,17:54,3:24,0.016,first,many,capuchins were eating fruits in this tree,0.0431%
1749,1043,April 26 2022,Julia Casorso,Costa Rica,Santa Rosa,33.6,66.6,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Ficus cotinifolia,"Higuerón, fig",overripe,one large puncture,ground,rejected,3,1.36,1.36,60,na,14:30,17:55,3:25,0.015,repeat1,many,capuchins were eating fruits in this tree,0.0405%
1754,1048,April 28 2022,Julia Casorso,Costa Rica,Santa Rosa,28.8,57.4,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.1,standard,,,,,,,5,5,60,,13:49,22:32,8:43,0.028,first,,,0.1169%
1755,1049,April 28 2022,Julia Casorso,Costa Rica,Santa Rosa,28.8,57.4,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.5,standard,,,,,,,5,5,60,,13:50,22:33,8:43,0.146,first,,,0.4952%
1756,1050,April 28 2022,Julia Casorso,Costa Rica,Santa Rosa,28.8,57.4,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",1,standard,,,,,,,5,5,60,,13:51,22:34,8:43,0.296,first,,,0.9762%
1757,1051,April 28 2022,Julia Casorso,Costa Rica,Santa Rosa,28.8,57.4,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",2,standard,,,,,,,5,5,60,,13:52,22:36,8:44,0.619,first,,,2.0118%
1760,1054,April 28 2022,Julia Casorso,Costa Rica,Santa Rosa,28.8,57.4,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Genipa americana,Guaitil,unripe,intact,ground,other,1,36.6,36.6,60,na,13:53,22:40,8:47,0,first,none,,0.0000%
1761,1055,April 28 2022,Julia Casorso,Costa Rica,Santa Rosa,28.8,57.4,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Zuelania guidonia,Plomo,unripe,intact,ground,other,1,4.56,4.56,60,na,13:54,22:43,8:49,0,first,few,,0.0000%
1762,1056,April 28 2022,Julia Casorso,Costa Rica,Santa Rosa,28.8,57.4,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Apeiba tibourbou,Peine de mico,ripe,intact,ground,other,1,25.07,25.07,60,na,13:55,22:41,8:46,0,first,many,,0.0000%
1764,1058,May 3 2022,Julia Casorso,Costa Rica,Santa Rosa,31.3,68.2,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.1,standard,,,,,,,5,5,60,,14:02,18:30,4:28,0.027,first,,,0.1175%
1765,1059,May 3 2022,Julia Casorso,Costa Rica,Santa Rosa,31.3,68.2,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.5,standard,,,,,,,5,5,60,,14:05,18:31,4:26,0.151,first,,,0.4786%
1766,1060,May 3 2022,Julia Casorso,Costa Rica,Santa Rosa,31.3,68.2,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",1,standard,,,,,,,5,5,60,,14:06,18:32,4:26,0.33,first,,,0.9997%
1767,1061,May 3 2022,Julia Casorso,Costa Rica,Santa Rosa,31.3,68.2,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",2,standard,,,,,,,5,5,60,,14:07,18:33,4:26,0.675,first,,,2.0042%
1768,1062,May 3 2022,Julia Casorso,Costa Rica,Santa Rosa,31.3,68.2,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Genipa americana,Guaitil,unripe,intact,ground,other,1,3.33,3.33,60,na,14:08,18:35,4:27,0,first,few,,0.0000%
1769,1063,May 3 2022,Julia Casorso,Costa Rica,Santa Rosa,31.3,68.2,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Quercus oleoides,Encino,ripe,intact,ground,other,1,2.95,2.95,60,na,14:09,18:35,4:26,0,first,few,,0.0000%
1770,1064,May 3 2022,Julia Casorso,Costa Rica,Santa Rosa,31.3,68.2,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Casearia arguta,Palo María,ripe,intact,ground,other,3,2.98,2.98,60,na,14:09,18:36,4:27,0,first,few,,0.0000%
1771,1064,May 3 2022,Julia Casorso,Costa Rica,Santa Rosa,31.3,68.2,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Casearia arguta,Palo María,ripe,intact,ground,other,3,2.98,2.98,60,na,14:09,18:37,4:28,0,repeat1,few,,0.0000%
1775,1067,May 4 2022,Julia Casorso,Costa Rica,Santa Rosa,29,69,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.1,,,,,,,,5,5,60,,16:28,18:09,1:41,0.034,first,,,0.0810%
1776,1068,May 4 2022,Julia Casorso,Costa Rica,Santa Rosa,29,69,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.5,,,,,,,,5,5,60,,16:29,18:10,1:41,0.168,first,,,0.4924%
1777,1069,May 4 2022,Julia Casorso,Costa Rica,Santa Rosa,29,69,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",1,,,,,,,,5,5,60,,16:30,18:11,1:41,0.35,first,,,1.0512%
1778,1070,May 4 2022,Julia Casorso,Costa Rica,Santa Rosa,29,69,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",2,,,,,,,,5,5,60,,16:32,18:12,1:40,0.651,first,,,1.9754%
1779,1071,May 4 2022,Julia Casorso,Costa Rica,Santa Rosa,29,69,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Ficus cotinifolia,"Higuerón, fig",overripe,intact,ground,other,4,2.1,2.1,60,na,16:33,18:14,1:41,0.016,first,many,"capuchins, spider monkeys, and birds were eating in the fig tree",0.0257%
1780,1071,May 4 2022,Julia Casorso,Costa Rica,Santa Rosa,29,69,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Ficus cotinifolia,"Higuerón, fig",overripe,intact,ground,other,4,2.1,2.1,60,na,16:33,18:15,1:42,0.014,repeat1,many,"capuchins, spider monkeys, and birds were eating in the fig tree",0.0196%
1784,1075,May 4 2022,Julia Casorso,Costa Rica,Santa Rosa,29,69,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Bonellia nervosa,Siempre viva,unripe,intact,plant,other,1,9.32,9.32,60,na,16:35,18:19,1:44,0,first,none,,0.0000%
1785,1076,May 4 2022,Julia Casorso,Costa Rica,Santa Rosa,29,69,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Bonellia nervosa,Siempre viva,midripe,intact,plant,other,1,1.15,1.15,60,na,16:35,18:20,1:45,0,first,none,,0.0000%
1787,1078,May 5 2022,Julia Casorso,Costa Rica,Santa Rosa,28.4,84.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.1,standard,,,,,,,5,5,,na,14:00,15:55,1:55,0.031,first,,,0.1020%
1788,1079,May 5 2022,Julia Casorso,Costa Rica,Santa Rosa,28.4,84.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.5,standard,,,,,,,5,5,,na,14:01,15:56,1:55,0.151,first,,,0.4869%
1789,1080,May 5 2022,Julia Casorso,Costa Rica,Santa Rosa,28.4,84.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",1,standard,,,,,,,5,5,,na,14:02,15:57,1:55,0.316,first,,,1.0163%
1790,1081,May 5 2022,Julia Casorso,Costa Rica,Santa Rosa,28.4,84.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",2,standard,,,,,,,5,5,,na,14:04,15:59,1:55,0.621,first,,,1.9948%
1791,1082,May 5 2022,Julia Casorso,Costa Rica,Santa Rosa,28.4,84.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Zuelania guidonia,Plomo,unripe,"intact, but moist and squishy from ground/rain",ground,other,1,15.09,15.09,60,na,14:04,16:01,1:57,0,first,many,"lots of rain today, so the fruits are ""soggy""",0.0000%
1792,1083,May 5 2022,Julia Casorso,Costa Rica,Santa Rosa,28.4,84.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Zuelania guidonia,Plomo,midripe,"intact, but moist and squishy from ground/rain",ground,other,1,60.12,60.12,60,na,14:05,16:02,1:57,0.016,first,many,"lots of rain today, so the fruits are ""soggy""",0.0538%
1793,1083,May 5 2022,Julia Casorso,Costa Rica,Santa Rosa,28.4,84.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Zuelania guidonia,Plomo,midripe,"intact, but moist and squishy from ground/rain",ground,other,1,60.12,60.12,60,na,14:05,16:02,1:57,0.018,repeat1,many,"lots of rain today, so the fruits are ""soggy""",0.0602%
1794,1084,May 5 2022,Julia Casorso,Costa Rica,Santa Rosa,28.4,84.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Zuelania guidonia,Plomo,ripe,"intact, but moist and squishy from ground/rain",ground,other,1,19.86,19.86,60,na,14:06,16:03,1:57,0.012,first,many,"lots of rain today, so the fruits are ""soggy""",0.0410%
1795,1084,May 5 2022,Julia Casorso,Costa Rica,Santa Rosa,28.4,84.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Zuelania guidonia,Plomo,ripe,"intact, but moist and squishy from ground/rain",ground,other,1,19.86,19.86,60,na,14:06,16:04,1:58,0.011,repeat1,many,"lots of rain today, so the fruits are ""soggy""",0.0378%
1796,1085,May 5 2022,Julia Casorso,Costa Rica,Santa Rosa,28.4,84.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Zuelania guidonia,Plomo,overripe,"intact, but moist and squishy from ground/rain",ground,other,1,24.79,24.79,60,na,14:06,16:05,1:59,0.015,first,many,"lots of rain today, so the fruits are ""soggy""",0.0506%
1797,1085,May 5 2022,Julia Casorso,Costa Rica,Santa Rosa,28.4,84.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Zuelania guidonia,Plomo,overripe,"intact, but moist and squishy from ground/rain",ground,other,1,24.79,24.79,60,na,14:06,16:06,2:00,0.014,repeat1,many,"lots of rain today, so the fruits are ""soggy""",0.0474%
1798,1086,May 5 2022,Julia Casorso,Costa Rica,Santa Rosa,28.4,84.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Zuelania guidonia,Plomo,ripe,"intact, but moist and squishy from ground/rain",ground,other,1,28.49,28.49,60,na,14:07,16:07,2:00,0,first,many,"lots of rain today, so the fruits are ""soggy""",0.0000%
1799,1086,May 5 2022,Julia Casorso,Costa Rica,Santa Rosa,28.4,84.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Zuelania guidonia,Plomo,ripe,"intact, but moist and squishy from ground/rain",ground,other,1,28.49,28.49,60,na,14:07,16:07,2:00,0,repeat1,many,"lots of rain today, so the fruits are ""soggy""",0.0000%
1800,1087,May 5 2022,Julia Casorso,Costa Rica,Santa Rosa,28.4,84.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Zuelania guidonia,Plomo,ripe,"intact, but moist and squishy from ground/rain",ground,other,1,16.04,16.04,60,na,14:07,16:08,2:01,0,first,few,"lots of rain today, so the fruits are ""soggy""",0.0000%
1801,1088,May 5 2022,Julia Casorso,Costa Rica,Santa Rosa,28.4,84.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Zuelania guidonia,Plomo,overripe,"intact, but moist and squishy from ground/rain",ground,other,1,28.85,28.85,60,na,14:07,16:10,2:03,0,first,few,"has a maggot on it; lots of rain today, so the fruits are ""soggy""; capuchins feeding in tree",0.0000%
1802,1088,May 5 2022,Julia Casorso,Costa Rica,Santa Rosa,28.4,84.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Zuelania guidonia,Plomo,overripe,"intact, but moist and squishy from ground/rain",ground,other,1,28.85,28.85,60,na,14:07,16:10,2:03,0,repeat1,few,"has a maggot on it; lots of rain today, so the fruits are ""soggy""; capuchins feeding in tree",0.0000%
1813,1094,May 5 2022,Julia Casorso,Costa Rica,Santa Rosa,28.4,84.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Genipa americana,Guaitil,ripe,one large puncture,ground,eaten,1,22.73,22.73,60,na,14:09,16:21,2:12,0.189,first,few,capuchins feeding in tree,0.6088%
1814,1094,May 5 2022,Julia Casorso,Costa Rica,Santa Rosa,28.4,84.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Genipa americana,Guaitil,ripe,one large puncture,ground,eaten,1,22.73,22.73,60,na,14:09,16:22,2:13,0.218,repeat1,few,capuchins feeding in tree,0.7019%
1815,1094,May 5 2022,Julia Casorso,Costa Rica,Santa Rosa,28.4,84.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Genipa americana,Guaitil,ripe,one large puncture,ground,eaten,1,22.73,22.73,60,na,14:09,16:23,2:14,0.189,repeat2,few,capuchins feeding in tree,0.6088%
1816,1095,May 9 2022,Julia Casorso,Costa Rica,Santa Rosa,28.9,77.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.1,standard,,,,,,,5,5,60,,15:17,17:36,2:19,0.027,first,,,0.0891%
1817,1096,May 9 2022,Julia Casorso,Costa Rica,Santa Rosa,28.9,77.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.5,standard,,,,,,,5,5,60,,15:18,17:37,2:19,0.151,first,,,0.5021%
1818,1097,May 9 2022,Julia Casorso,Costa Rica,Santa Rosa,28.9,77.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",1,standard,,,,,,,5,5,60,,15:19,17:38,2:19,0.306,first,,,1.0182%
1819,1098,May 9 2022,Julia Casorso,Costa Rica,Santa Rosa,28.9,77.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",2,standard,,,,,,,5,5,60,,15:20,17:40,2:20,0.598,first,,,1.9907%
1820,1099,May 9 2022,Julia Casorso,Costa Rica,Santa Rosa,28.9,77.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Ficus hondurensis,"Higuerón, fig",unripe,intact,ground,other,9,1.34,1.34,60,na,15:20,17:42,2:22,0,first,many,capuchins were feeding in this fig tree,0.0000%
1821,1100,May 9 2022,Julia Casorso,Costa Rica,Santa Rosa,28.9,77.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Ficus hondurensis,"Higuerón, fig",ripe,intact,ground,other,6,2.48,2.48,60,na,15:21,17:43,2:22,0,first,many,capuchins were feeding in this fig tree,0.0000%
1822,1100,May 9 2022,Julia Casorso,Costa Rica,Santa Rosa,28.9,77.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Ficus hondurensis,"Higuerón, fig",ripe,intact,ground,other,6,2.48,2.48,60,na,15:21,17:47,2:26,0,repeat1,many,capuchins were feeding in this fig tree,0.0000%
1823,1101,May 9 2022,Julia Casorso,Costa Rica,Santa Rosa,28.9,77.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Ficus hondurensis,"Higuerón, fig",overripe,intact,ground,other,5,1.79,1.79,60,na,15:22,17:44,2:22,0,first,many,capuchins were feeding in this fig tree,0.0001%
1824,1101,May 9 2022,Julia Casorso,Costa Rica,Santa Rosa,28.9,77.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Ficus hondurensis,"Higuerón, fig",overripe,intact,ground,other,5,1.79,1.79,60,na,15:22,17:45,2:23,0.01,repeat1,many,capuchins were feeding in this fig tree,0.0325%
1825,1101,May 9 2022,Julia Casorso,Costa Rica,Santa Rosa,28.9,77.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Ficus hondurensis,"Higuerón, fig",overripe,intact,ground,other,5,1.79,1.79,60,na,15:22,17:46,2:24,0.01,repeat2,many,capuchins were feeding in this fig tree,0.0325%
1826,1102,May 9 2022,Julia Casorso,Costa Rica,Santa Rosa,28.9,77.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Bursera simaruba,Indio desnudo,unripe,intact,ground,other,3,1.56,1.56,60,na,15:23,17:49,2:26,0,first,many,,0.0000%
1827,1103,May 9 2022,Julia Casorso,Costa Rica,Santa Rosa,28.9,77.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Genipa americana,Guaitil,midripe,one large puncture,ground,rejected,1,87.2,87.2,60,na,15:23,17:50,2:27,0.021,first,none,,0.0691%
1828,1103,May 9 2022,Julia Casorso,Costa Rica,Santa Rosa,28.9,77.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Genipa americana,Guaitil,midripe,one large puncture,ground,rejected,1,87.2,87.2,60,na,15:23,17:51,2:28,0.022,repeat1,none,,0.0725%
1829,1104,May 13 2022,Julia Casorso,Costa Rica,Santa Rosa,30.4,63.9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.1,standard,,,,,,,5,5,60,,15:21,19:59,4:38,0.025,first,,,0.0820%
1830,1105,May 13 2022,Julia Casorso,Costa Rica,Santa Rosa,30.4,63.9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.5,standard,,,,,,,5,5,60,,15:23,20:00,4:37,0.144,first,,,0.4919%
1831,1106,May 13 2022,Julia Casorso,Costa Rica,Santa Rosa,30.4,63.9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",1,standard,,,,,,,5,5,60,,15:24,20:01,4:37,0.306,first,,,1.0498%
1832,1107,May 13 2022,Julia Casorso,Costa Rica,Santa Rosa,30.4,63.9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",2,standard,,,,,,,5,5,60,,15:25,20:02,4:37,0.575,first,,,1.9763%
1833,1108,May 13 2022,Julia Casorso,Costa Rica,Santa Rosa,30.4,63.9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Zuelania guidonia,Plomo,unripe,intact,ground,other,1,114.91,114.91,60,na,15:26,20:04,4:38,0,first,few,,0.0000%
1834,1109,May 13 2022,Julia Casorso,Costa Rica,Santa Rosa,30.4,63.9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Zuelania guidonia,Plomo,midripe,"intact/dehiscent, seeds/arils eaten",ground,eaten,1,91.47,91.47,60,na,15:27,20:05,4:38,0.026,first,few,,0.0854%
